0, 0.7507198504866495
1, -6.835778985987417e-05
2, 1.4907274817232974e-05
3, 2.1556454157689586e-05
4, -8.692887786310166e-05
5, -3.4419931580487173e-06
6, -5.41256395081291e-06
7, 3.2986350561259314e-05
8, -1.057538884197129e-05
9, -8.792892913334072e-05
10, 5.001696263207123e-05
11, -2.3391228751279414e-05
12, -6.19708007434383e-05
13, -3.6823018945142394e-06
14, 3.2584510336164385e-05
15, -2.931325270765228e-05
16, 4.103009996470064e-05
17, -1.1397391830314518e-07
18, -4.832554259337485e-05
19, 3.7611269362969324e-05
20, 1.3425358702079393e-05
21, -1.9949209672631696e-05
22, 0.00013172434410080314
23, 2.7240673716733e-06
24, 0.00011468693992355838
25, -4.1043435885512736e-06
26, 2.539444358262699e-05
27, -2.4787341317278333e-05
28, -3.390526762814261e-05
29, 2.562523150118068e-06
30, 1.3818689694744535e-05
31, -1.1608099157456309e-05
32, -1.3506007235264406e-05
33, -5.5041131417965516e-05
34, -4.1045404941542074e-05
35, 1.6154877812368795e-05
36, -1.0669987915434831e-07
37, -5.2846189646515995e-06
38, -9.007809467220795e-07
39, 4.504762910073623e-05
40, 5.692917329724878e-05
41, 1.1406805242586415e-06
42, -1.6748161215218715e-05
43, 5.138608685228974e-06
44, -1.405691455147462e-05
45, -3.9488157199230045e-05
46, -4.7794903366593644e-05
47, 5.16934505867539e-06
48, -4.071285729878582e-06
49, -2.907330053858459e-05
50, -2.1842013666173443e-05
51, 3.88034459319897e-05
52, -1.0862032695513335e-06
53, 2.4559994926676154e-08
54, -4.4755631734005874e-07
55, 0.00011200729932170361
56, -7.821258623152971e-05
57, -7.532124436693266e-05
58, 4.020104097435251e-05
59, -9.611524001229554e-05
60, 2.5699914658616763e-06
61, 6.035350452293642e-06
62, -8.236161193053704e-07
63, 2.704508403894579e-07
64, -5.926762696617516e-06
65, -8.382835403608624e-06
66, 9.839919812293374e-07
67, 4.8916946980170906e-05
68, 1.4442918654822279e-05
69, 2.6682184397941455e-05
70, 8.435436029685661e-06
71, -0.00010078540799440816
72, -1.4450954495259793e-06
73, -2.9347820600378327e-05
74, -2.9681477826670744e-06
75, -1.9911863091692794e-06
76, -5.7247116274083965e-06
77, -4.5509492338169366e-05
78, -3.925409691873938e-05
79, 5.704267096007243e-06
80, 2.0672259779530577e-05
81, -2.8052518246113323e-06
82, -3.3650092063908232e-06
83, -6.397024662874173e-06
84, -4.415254443301819e-05
85, 8.876078936737031e-05
86, 4.588673618854955e-06
87, -4.60231167380698e-05
88, -9.108628000831231e-05
89, -1.0202037628914695e-05
90, -6.401108839781955e-05
91, 0.0001440003834431991
92, -4.862591140408767e-06
93, -4.911914402327966e-06
94, -3.7726425944129005e-05
95, -2.5352663215016946e-05
96, -9.095304449147079e-06
97, 1.741320920700673e-05
98, -1.5769624042150099e-06
99, -4.270183126209304e-05
100, -5.279614470055094e-06
101, -3.161516133332043e-06
102, 0.00010906894749496132
103, -1.6224337741732597e-05
104, 5.5571654229424894e-05
105, 8.81752566783689e-06
106, 2.2758824343327433e-05
107, 3.18381680699531e-05
108, 5.455558493849821e-06
109, 1.5729663971342234e-07
110, 1.947017153725028e-05
111, -1.8570714019006118e-05
112, 1.1832556992885657e-05
113, 7.300862489501014e-05
114, -8.654780685901642e-06
115, 2.43615941144526e-05
116, 0.0001183060448965989
117, 2.721420969464816e-06
118, 3.47766290360596e-05
119, 9.480218977842014e-06
120, 2.7136902644997463e-06
121, -1.6639160094200633e-07
122, 8.216550486395136e-05
123, -5.026709914091043e-06
