0, 0.14465561634247184
1, 1.332237479800824e-05
2, -2.6391671781311743e-05
3, 3.3730972063494846e-05
4, 2.8847463909187354e-05
5, 1.2109350791433826e-05
6, -5.0126895075663924e-05
7, -8.877661457518116e-06
8, -6.814512016717345e-05
9, 5.284486860546167e-06
10, 8.498627721564844e-05
11, 3.2468749395775376e-06
12, 4.95944107115065e-07
13, 1.9061058992519975e-05
14, 4.489545517571969e-06
15, 0.00013934503658674657
16, -7.561812526546419e-05
17, 3.2736217690398917e-05
18, 2.7850110200233757e-06
19, -2.057989149761852e-05
20, 4.117734351893887e-05
21, -4.553038252197439e-06
22, -5.482745109475218e-05
23, -6.269508594414219e-05
24, -4.140596865909174e-05
25, -5.956542372587137e-05
